ID,Статистическое время,Средняя скорость ветра(m/s),Нормализованная активная мощность,Средняя температура окружающей среды(°C)
149467,2026-01-31 18:30:00,10.65,0.95,6.12
149468,2026-01-31 18:40:00,9.49,0.78,6.17
149469,2026-01-31 18:50:00,9.66,0.8,5.88
149470,2026-01-31 19:00:00,10.51,0.92,6.08
149471,2026-01-31 19:10:00,11.01,0.96,6.19
149472,2026-01-31 19:20:00,11.21,0.97,6.44
149473,2026-01-31 19:30:00,9.87,0.85,6.42
149474,2026-01-31 19:40:00,10.5,0.93,6.39
149475,2026-01-31 19:50:00,8.99,0.67,6.49
149476,2026-01-31 20:00:00,5.92,0.21,6.42
149477,2026-01-31 20:10:00,6.68,0.3,6.45
149478,2026-01-31 20:20:00,6.22,0.25,6.35
149479,2026-01-31 20:30:00,7.24,0.45,6.19
149480,2026-01-31 20:40:00,8.32,0.59,6.15
149481,2026-01-31 20:50:00,6.62,0.31,5.89
149482,2026-01-31 21:00:00,4.36,0.08,5.26
149483,2026-01-31 21:10:00,3.86,0.04,4.86
149484,2026-01-31 21:20:00,2.64,0.01,4.75
149485,2026-01-31 21:30:00,2.42,0.01,4.64
149486,2026-01-31 21:40:00,2.58,0.01,4.53
149487,2026-01-31 21:50:00,3.24,0.01,4.33
149488,2026-01-31 22:00:00,1.46,0.01,4.3
149489,2026-01-31 22:10:00,0.98,0.01,4.06
149490,2026-01-31 22:20:00,0.97,0.01,4.22
149491,2026-01-31 22:30:00,2.93,0.01,3.56
149492,2026-01-31 22:40:00,4.47,0.02,2.71
149493,2026-01-31 22:50:00,4.74,0.06,1.97
149494,2026-01-31 23:00:00,5.96,0.13,1.74
149495,2026-01-31 23:10:00,6.53,0.2,1.7
149496,2026-01-31 23:20:00,6.74,0.24,1.62
149497,2026-01-31 23:30:00,6.52,0.24,1.45
149498,2026-01-31 23:40:00,6.39,0.21,1.3
149499,2026-01-31 23:50:00,6.12,0.18,1.29
