ID,Статистическое время,Средняя скорость ветра(m/s),Нормализованная активная мощность,Средняя температура окружающей среды(°C)
142328,2026-01-31 18:30:00,10.27,0.88,5.87
142329,2026-01-31 18:40:00,8.96,0.73,5.8
142330,2026-01-31 18:50:00,8.88,0.71,5.68
142331,2026-01-31 19:00:00,10.3,0.89,5.87
142332,2026-01-31 19:10:00,10.76,0.93,5.82
142333,2026-01-31 19:20:00,10.76,0.9,5.89
142334,2026-01-31 19:30:00,9.46,0.8,5.96
142335,2026-01-31 19:40:00,9.86,0.86,6.1
142336,2026-01-31 19:50:00,7.84,0.55,5.95
142337,2026-01-31 20:00:00,5.91,0.25,6.08
142338,2026-01-31 20:10:00,5.62,0.2,6.13
142339,2026-01-31 20:20:00,5.77,0.25,6.1
142340,2026-01-31 20:30:00,7.19,0.44,5.91
142341,2026-01-31 20:40:00,7.67,0.55,5.77
142342,2026-01-31 20:50:00,6.62,0.34,5.37
142343,2026-01-31 21:00:00,4.43,0.1,5.09
142344,2026-01-31 21:10:00,3.38,0.03,4.98
142345,2026-01-31 21:20:00,2.59,0.01,4.76
142346,2026-01-31 21:30:00,2.22,0.01,4.71
142347,2026-01-31 21:40:00,2.86,0.01,4.6
142348,2026-01-31 21:50:00,2.99,0.02,4.51
142349,2026-01-31 22:00:00,1.72,0.01,4.37
142350,2026-01-31 22:10:00,0.93,0.01,4.06
142351,2026-01-31 22:20:00,1.23,0.01,4.19
142352,2026-01-31 22:30:00,2.36,0.01,3.84
142353,2026-01-31 22:40:00,4.86,0.04,2.88
142354,2026-01-31 22:50:00,3.55,0.02,2.21
142355,2026-01-31 23:00:00,6,0.12,1.92
142356,2026-01-31 23:10:00,6.38,0.2,1.76
142357,2026-01-31 23:20:00,6.6,0.24,1.68
142358,2026-01-31 23:30:00,6.61,0.24,1.57
142359,2026-01-31 23:40:00,6.58,0.21,1.42
142360,2026-01-31 23:50:00,5.99,0.19,1.39
